date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:13	18164/18164	---M--	200	added ('OK')	font/woff	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-regular-400.woff	D:/www/kuluc/bonevn.net/assets/fonts/fa-regular-400.woff	(from https://bonevn.net/assets/css/style.css)
15:48:14	40080/40080	---M--	200	added ('OK')	font/ttf	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-regular-400.ttf	D:/www/kuluc/bonevn.net/assets/fonts/fa-regular-400.ttf	(from https://bonevn.net/assets/css/style.css)
15:48:14	139825/139825	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-regular-400.svg	D:/www/kuluc/bonevn.net/assets/fonts/fa-regular-400.svg	(from https://bonevn.net/assets/css/style.css)
15:48:15	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.eot	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900.eot	(from https://bonevn.net/assets/css/style.css)
15:48:15	102224/102224	---M--	200	added ('OK')	font/woff	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.woff	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900.woff	(from https://bonevn.net/assets/css/style.css)
15:48:15	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.eot?	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900d41d.eot	(from https://bonevn.net/assets/css/style.css)
15:48:15	79100/79100	---M--	200	added ('OK')	font/woff2	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.woff2	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900.woff2	(from https://bonevn.net/assets/css/style.css)
15:48:16	794054/794054	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.svg	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900.svg	(from https://bonevn.net/assets/css/style.css)
15:48:16	81183/81183	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/images/widget/slider5.jpg	D:/www/kuluc/bonevn.net/assets/images/widget/slider5.jpg	(from https://bonevn.net/assets/css/style.css)
15:48:16	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Nov%202020%2015:48:16%20GMT	https://bonevn.net/assets/images/widget/blur-bg.png	D:/www/kuluc/bonevn.net/assets/images/widget/blur-bg.png	(from https://bonevn.net/assets/css/style.css)
15:48:16	208792/208792	---M--	200	added ('OK')	font/ttf	date:Sun,%2016%20Feb%202020%2009:55:00%20GMT	https://bonevn.net/assets/fonts/fa-solid-900.ttf	D:/www/kuluc/bonevn.net/assets/fonts/fa-solid-900.ttf	(from https://bonevn.net/assets/css/style.css)
15:48:17	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Nov%202020%2015:48:16%20GMT	https://bonevn.net/assets/images/auth/img-auth-big.jpg	D:/www/kuluc/bonevn.net/assets/images/auth/img-auth-big.jpg	(from https://bonevn.net/assets/css/style.css)
15:48:31	169165/169165	---M--	200	added ('OK')	image/gif	etag:%22d5951919e5a8f3bfd89b90b02f1fa33d%22	https://i.imgur.com/MQEsn3m.gif	D:/www/kuluc/i.imgur.com/MQEsn3m.gif	(from https://bonevn.net/assets/css/style.css)
15:48:32	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Nov%202020%2015:48:32%20GMT	https://bonevn.net/quen-mat-khau/assets/images/logo-dark.png	D:/www/kuluc/bonevn.net/quen-mat-khau/assets/images/logo-dark.png	(from https://bonevn.net/quen-mat-khau/)
15:48:32	135/135	---M--	200	added ('OK')	text/plain	date:Tue,%2006%20Oct%202020%2003:17:21%20GMT	https://bonevn.net/CredSSP.txt	D:/www/kuluc/bonevn.net/CredSSP.txt	(from https://bonevn.net/blog/huong-dan-sua-loi-credssp-khi-remote-vps)
